TweetId,TweetDate,TweetText,UserId
126415614616154112,Tue Oct 18 21:53:25 +0000 2011,now @apple swype iphone crack iphone is,464158801
126404574230740992,Tue Oct 18 21:09:33 +0000 2011,@apple adding carrier support iphone 4s announced,439392988
126402758403305474,Tue Oct 18 21:02:20 +0000 2011,hilarious @youtube video - guy duet @apple 's siri pretty sums love affair http//tco/8exbnqjy,422248520
126397179614068736,Tue Oct 18 20:40:10 +0000 2011,@rim easy switch @apple iphone ya,357545630
126395626979196928,Tue Oct 18 20:34:00 +0000 2011,i realized reason twitter ios5 @apple,476185067
126394830791254016,Tue Oct 18 20:30:50 +0000 2011,i'm current @blackberry user bit disappointed @android @apple @iphone,469434364
126379685453119488,Tue Oct 18 19:30:39 +0000 2011,the 16 strangest siri sooo glad @apple siri sense humor http//tco/twaeudbp @happyplace,380418042
126377656416612353,Tue Oct 18 19:22:35 +0000 2011,great close & personal event @apple tonight regent st store,508291396
126373779483004928,Tue Oct 18 19:07:11 +0000 2011,from companies experience customer service @zappos @apple?,508291396
126366353757179904,Tue Oct 18 18:37:41 +0000 2011,just apply job @apple hope lol,302090489
126366123368267776,Tue Oct 18 18:36:46 +0000 2011,rt @jamaicanidler lmao @apple magical dying haha siri suggested whores ,302090489
126365858481188864,Tue Oct 18 18:35:43 +0000 2011,lmao @apple magical dying haha siri suggested whores hide body lolol,519634781
126360935509135362,Tue Oct 18 18:16:09 +0000 2011,rt @philliprowntree registered @apple developer hoping greatly appreciated,334590243
126360398885687296,Tue Oct 18 18:14:01 +0000 2011,wow great deals refurbed #ipad gen models rt apple offers great deals refurbished 1st-gen ipads http//tco/ukwokbgd @apple,349448774
126358340220616704,Tue Oct 18 18:05:50 +0000 2011,just registered @apple developer hoping greatly appreciated,308595133
126357982685569024,Tue Oct 18 18:04:25 +0000 2011,你好  learning mandarin upcoming trip hong kong gotta hand @apple iphones & uber flashcard apps  ,486130785
126352268705538048,Tue Oct 18 17:41:43 +0000 2011,come dark 📱“@gretcheneclark hey @apple send free iphone publicly ceremoniously burn #blackberry”,369019019
126350302113824769,Tue Oct 18 17:33:54 +0000 2011,hey @apple send free iphone version publicly ceremoniously burn #blackberry,406617401
126349695676203009,Tue Oct 18 17:31:29 +0000 2011,thank @apple mac - located wiped stolen air #smallvictory #thievingbastards,408931094
126342268603998208,Tue Oct 18 17:01:58 +0000 2011,thanks @apple covent garden #geniusbar replacing macbook keyboard/cracked wristpad lunch break today warranty,314552166
126325800080392193,Tue Oct 18 15:56:32 +0000 2011,@dailydealchat @apple thanks,443653605
126324177501302784,Tue Oct 18 15:50:05 +0000 2011,ipads replace bound playbooks nfl teams http//tco/2uxawkwf @apple @nytimes,508291396
126323785145126912,Tue Oct 18 15:48:32 +0000 2011,@applegood ipad,305184008
126322063332999169,Tue Oct 18 15:41:41 +0000 2011,@apple @siri efffing amazing,457450880
126319186141130752,Tue Oct 18 15:30:15 +0000 2011,amazing @apple ios 5 feature  http//tco/jatfvfpm,357545630
126318009647235072,Tue Oct 18 15:25:35 +0000 2011,rt @triplingo featured education apps @apple **website** today sweet http//tco/0ywvbe1z,286281842
126315223060709376,Tue Oct 18 15:14:30 +0000 2011,we're featured education apps @apple **website** today sweet http//tco/0ywvbe1z,453485383
126315011600678913,Tue Oct 18 15:13:40 +0000 2011,when you @apple at&t useless days #yourdaysarenumbered,439654060
126314687116750849,Tue Oct 18 15:12:22 +0000 2011,we unexpected workshop #iphone4s @apple yesterday awesome info #notjustaboutthephone @gamerchik16,439654060
126312877916307458,Tue Oct 18 15:05:11 +0000 2011,&lt3 #ios5 @apple,509554692
126311981564178432,Tue Oct 18 15:01:37 +0000 2011,---» rt @apple question bro rt @ainteeentrippin dis iphone evo 3d?,270079459
126307801046847488,Tue Oct 18 14:45:01 +0000 2011,rt @imightbewrong people bitching #iphone4s smartest phone happy    ,366430327
126302673820594176,Tue Oct 18 14:24:38 +0000 2011,i'm people bitching #iphone4s smartest phone happy     @apple,336253549
126301956951117826,Tue Oct 18 14:21:47 +0000 2011,@twitter ceo points @apple 'corporate mentor' @ios signups triple http//tco/gcy8iphn,439392988
126287654093471745,Tue Oct 18 13:24:57 +0000 2011,at bus iphone  thxx @apple,479371665
126284506360578049,Tue Oct 18 13:12:27 +0000 2011,@azee1v1 @apple @umber appstore itunes mobile devices  talking desktop app,420510582
126263834968211456,Tue Oct 18 11:50:18 +0000 2011,nytimes coach bring ipad http//tco/j2ftieng #ipad @apple set red 42 red 42 hut hut @nfl #ipad,308595133
126256230397259776,Tue Oct 18 11:20:05 +0000 2011,@apple @jilive @danielpink apple sells 4 iphone 4s units weekend  steve jobs brilliance lives #iphone #rva,527271492
126213333123743744,Tue Oct 18 08:29:38 +0000 2011,@blackberry #titanic running @apple #iphone life rafts everyone,349448774
126195522691280896,Tue Oct 18 07:18:51 +0000 2011,@bkad5161 apologize @apple ,474905919
126183339945234432,Tue Oct 18 06:30:27 +0000 2011,@apple downloads ios 5 proving popular users  -- http//tco/nshlfiux,308487904
126180209501286400,Tue Oct 18 06:18:01 +0000 2011,lmfao argument siri @ijustine @apple http//tco/d4vjl7si,302090489
126164430546403328,Tue Oct 18 05:15:18 +0000 2011,incredible 4 iphone 4ss 3 days 135% iphone 4 http//tco/1fmjxtmm @apple #iphone4s,277023839
126148685737361408,Tue Oct 18 04:12:45 +0000 2011,save #hp's unwanted buy #iphone light #lol http//tco/8gup9acz #backchannel @apple,310719595
126140794078892033,Tue Oct 18 03:41:23 +0000 2011,well @apple fixed #ios5 battery drain problem replacement iphone 4 -- working champ now,381399543
126134400466419712,Tue Oct 18 03:15:59 +0000 2011,currently ordering brand macbook pro bahhh macbook 5 years time cc @apple -,509888321
126130991365500928,Tue Oct 18 03:02:26 +0000 2011,you blessed @apple,302090489
126116898051076096,Tue Oct 18 02:06:26 +0000 2011,#siri dad mom brother girlfriend  @apple,457450880
126116614495154176,Tue Oct 18 02:05:18 +0000 2011,well @apple store amazing waiting music #need4s,457450880
126112836219973632,Tue Oct 18 01:50:17 +0000 2011,#sweet #apple replaced glass #probono @apple,498802509
126107965991297024,Tue Oct 18 01:30:56 +0000 2011,not bad @apple sells 4 #iphones debut weekend - bloomberg http//tco/avsl3ygu - #smartphone #sm rt @vinodrad,306824099
126104732426186752,Tue Oct 18 01:18:05 +0000 2011,loving technology @apple iphone 4s mac air icloud unreal #technology,496069783
126097426493878272,Tue Oct 18 00:49:03 +0000 2011,i'm loving ios5 update  @apple,362842768
126095744531832832,Tue Oct 18 00:42:22 +0000 2011,another mention apple store http//tco/fiioapkt - rt @floridamike great customer service @apple store ,514859729
126084907343691776,Mon Oct 17 23:59:19 +0000 2011,time iphone 4s  sticking man longer paying texts  @apple,349448774
126079414986485761,Mon Oct 17 23:37:29 +0000 2011,hey @apple hate #mack wanna send free one,305184008
126076743613284354,Mon Oct 17 23:26:52 +0000 2011,thank @apple gfiphone4s great  everything,419556208
126076238375817216,Mon Oct 17 23:24:52 +0000 2011,#icloud set flawless works champ cloud @apple,396799078
126075534894571520,Mon Oct 17 23:22:04 +0000 2011,@wisconsin_mommy @apple totally email company great service @apple store,448838498
126064519943426048,Mon Oct 17 22:38:18 +0000 2011,@apple loving ios5 upgrade iphone,344271212
126063569660936193,Mon Oct 17 22:34:31 +0000 2011,the nice @apple tech support guy fixed itouch =d,372394528
126063358037340161,Mon Oct 17 22:33:41 +0000 2011,once great customer service @apple store millenia mall,369019019
126059405941809152,Mon Oct 17 22:17:59 +0000 2011,is #ios5 faster ipad? @apple,412210777
126059399319003136,Mon Oct 17 22:17:57 +0000 2011,i love @apple imac hubby 3 days #geek,357545630
126057030996852737,Mon Oct 17 22:08:32 +0000 2011,making switch @android @apple #iphone #iphone4s #smartphone #stevejobs @ apple store http//tco/kj6pjvkh,371206887
126049183865114624,Mon Oct 17 21:37:21 +0000 2011,so thankful incredible people @apple offering replacing  water-damaged macbook pro wow,501253837
126040352237961217,Mon Oct 17 21:02:16 +0000 2011,new macbook sick @apple,314985145
126040074595999746,Mon Oct 17 21:01:10 +0000 2011,play ma man loving camera #iphone4s @apple  #fb http//tco/tmdfqre1,509888321
126034495991328768,Mon Oct 17 20:39:00 +0000 2011,so yeah @apple #ios5 #readinglists changed life #nowicanspendevenmoretimeonmyphone,448838498
126026756623831041,Mon Oct 17 20:08:14 +0000 2011,@apple safari reader owns worldwide web,358235061
126019393460244481,Mon Oct 17 19:38:59 +0000 2011,i love @apple service  case cracked 3x hand case walk out,448838498
126015087386431488,Mon Oct 17 19:21:52 +0000 2011,#10twitterpeopleiwouldliketomeet @coollike @thegadgetshow  @thelittleappkid @jon4lakers @benrubery @apple @twitter @fxhomehitfilm  -2,314552166
126009748020658177,Mon Oct 17 19:00:39 +0000 2011,said laid 4 years @applejobs iphone 2012 iphone4s iphone4g/5 2012 magical http//tco/dxxklubp,449623645
126008369562652672,Mon Oct 17 18:55:11 +0000 2011,kind excited class @apple store buy #macosc snow leopard lion -,372394528
126002597063696384,Mon Oct 17 18:32:14 +0000 2011,i @blackberry 4-5yrs  disruptions lost gigs thx service moving @apple #iphone,464158801
125999676972470272,Mon Oct 17 18:20:38 +0000 2011,apple sells 4 iphones 3 days @apple you http//tco/zzc6be0w,486130785
125995158679461888,Mon Oct 17 18:02:41 +0000 2011,yessss lovin iphone update slide bar screen = good job @apple,508037430
125978568726560768,Mon Oct 17 16:56:46 +0000 2011,4 millions weekend 16 #iphone4s madness? @apple ,440783370
125974505385500672,Mon Oct 17 16:40:37 +0000 2011,@apple invested macbook pro year time selling #android gear,476185067
125960325437722624,Mon Oct 17 15:44:16 +0000 2011,@iancollinsuk @apple there,439392988
125959059957485569,Mon Oct 17 15:39:14 +0000 2011,i grandma post card #cardsapp @apple,420510582
125947912306954240,Mon Oct 17 14:54:56 +0000 2011,@kostatsetsekas @apple putting wash kind equivalent blend? glad hear alive,308487904
125947232359948288,Mon Oct 17 14:52:14 +0000 2011,laundering ari's iphone finest moment drying bag organic - rice 4 days booted @apple,508037430
125943290288803841,Mon Oct 17 14:36:34 +0000 2011,bravo @apple http//tco/bgotzj7k,463438574
125940394566483968,Mon Oct 17 14:25:04 +0000 2011,god bless @youtube @apple  #appletv & bad ass loving #princessofchina gb @coldplay & @rihanna ,476185067
125925618486489088,Mon Oct 17 13:26:21 +0000 2011,been twitter days smashed iphone @apple nice ,405969971
125924446430183425,Mon Oct 17 13:21:42 +0000 2011,thank @apple ios 5 email pop lock screen opening unlocking,464158801
125922999651139584,Mon Oct 17 13:15:57 +0000 2011,one word - #wow rt @jldavid iphone 4s weekend sales http//tco/zx5pw0gt @apple,457450880
125909565031198720,Mon Oct 17 12:22:34 +0000 2011,this good iphone today gods @apple,389663163
125902301931126785,Mon Oct 17 11:53:42 +0000 2011,rt @mn2nova love ios5 easter eggs pull middle pulls awesome feature #ios5 @apple,314552166
125901202591461376,Mon Oct 17 11:49:20 +0000 2011,love ios5 easter eggs pull middle pulls awesome feature #ios5 @apple,439392988
125900497327636480,Mon Oct 17 11:46:32 +0000 2011,love #ios5 easter eggs pull middle pulls awesome feature @apple #lovemyiphone,464158801
125898611572740097,Mon Oct 17 11:39:02 +0000 2011,updated ios started cloud services pretty bad ass @apple #iphone 3gs champ,527271492
125850288488841217,Mon Oct 17 08:27:01 +0000 2011,gone beautiful morning  man love ios 5 @apple #iphone,410512524
125840039031738368,Mon Oct 17 07:46:17 +0000 2011,@apple simply best,289327616
125794931439702016,Mon Oct 17 04:47:03 +0000 2011,i admit @apple happy camper text tones lol ring tone #makemeproud drakes vers text tone nicki's,488567141
125728717942161408,Mon Oct 17 00:23:56 +0000 2011,day305 thankful great customer service received today @apple phone cs phone #365daysofgratefulness,504913838
125727629012770816,Mon Oct 17 00:19:37 +0000 2011,s/o @apple replacing phone free,410512524
125722746100531200,Mon Oct 17 00:00:13 +0000 2011,loving ipod update @apple,283374516
125717622728818688,Sun Oct 16 23:39:51 +0000 2011,@alexlindsay wife upgraded iphone 4 siri worth upgrade @apple continuing enhance siri,475765632
125714253452812288,Sun Oct 16 23:26:28 +0000 2011,rt @tomkeene thx @instagram thx @apple #hypo #d-76 #tri-x http//tco/bppjwncp,527271492
125713935344214016,Sun Oct 16 23:25:12 +0000 2011,@stevejobs honored tonite @applea great loss worldhe missed,308595133
125712433087123456,Sun Oct 16 23:19:14 +0000 2011,thx @instagram thx @apple #hypo #d-76 #tri-x http//tco/d7eejhbt,453485383
125708639607599104,Sun Oct 16 23:04:09 +0000 2011,loving #iphone4s @apple #ios5,475765632
125706813583798274,Sun Oct 16 22:56:54 +0000 2011,i love @apple  http//tco/ui8loezx,476185067
125701161926930433,Sun Oct 16 22:34:27 +0000 2011,@apple iphone 4s great #genius,502518910
125699573799845888,Sun Oct 16 22:28:08 +0000 2011,@apple cards app notifies card arrived post office delivered today sunday #magic,336253549
125688922410975232,Sun Oct 16 21:45:48 +0000 2011,love i0s5 @apple updates simplifies life right-it's apple,379412779
125681742760771584,Sun Oct 16 21:17:17 +0000 2011,@apple siri amazing,342172398
125680049478316032,Sun Oct 16 21:10:33 +0000 2011,@rygurl @apple iphone4s siri,419556208
125677424565424128,Sun Oct 16 21:00:07 +0000 2011,meet #siri iphone butler click link amazed http//tco/lvffdcel @apple,443653605
125673004511412224,Sun Oct 16 20:42:33 +0000 2011,just man @apple store @schaumburg whoops😁,275679178
125667241978114048,Sun Oct 16 20:19:39 +0000 2011,so work pc feel it worst speakers @apple spoiled #imamac,488567141
125664375364255744,Sun Oct 16 20:08:17 +0000 2011,i ♥ @apple http//tco/a8on3iaa,310719595
125662399217930240,Sun Oct 16 20:00:25 +0000 2011,@apple ios5 upgrade imessagegood luck surviving @blackberry,448838498
125652668080336896,Sun Oct 16 19:21:45 +0000 2011,loving #ios5  #awesome @apple,435198356
125648027045199873,Sun Oct 16 19:03:18 +0000 2011,rt @mattyriesz @kathrynyee iphone #addicted {welcome @apple club},396799078
125645258003464192,Sun Oct 16 18:52:18 +0000 2011,thank @apple innovations exhibit guy playing facetime watching game sports bar http//tco/ou7k39ge,366430327
125643107260829697,Sun Oct 16 18:43:45 +0000 2011,@blackberry boo hiss@apple wuhu berry powered technology work??,338812451
125633677597229056,Sun Oct 16 18:06:17 +0000 2011,@apple ipod time iphone good job guys,360963221
125633065757310976,Sun Oct 16 18:03:51 +0000 2011,thank steve @apple store 5th av http//tco/nsaisrip,474905919
125628199269961729,Sun Oct 16 17:44:31 +0000 2011,@apple's siri witchcraft  @googleresearch 2 yr lead lost?,408931094
125623745284018176,Sun Oct 16 17:26:49 +0000 2011,@apple ios 5 sweet notifications phone search covers mail wifi sync icloud backup integrated twitter done,406617401
125618466353983488,Sun Oct 16 17:05:50 +0000 2011,rt @katebetts great james stewart story today's ny times architecture @apple retail success http//t ,362182240
125610372727193601,Sun Oct 16 16:33:41 +0000 2011,another great james stewart story today's ny times architecture @apple retail success http//tco/kniz452s,519634781
125608381431025664,Sun Oct 16 16:25:47 +0000 2011,i &lt3 @apple http//tco/ondxwper,440783370
125596541028282369,Sun Oct 16 15:38:43 +0000 2011,welcome twitter @markstuver #ios5 @apple guys,495540855
125585606100267008,Sun Oct 16 14:55:16 +0000 2011,impressive service @apple genius bar metro centre power cable replaced free booked screen replacement free - d,314552166
125562428200202240,Sun Oct 16 13:23:10 +0000 2011,rt @deb_lavoy nice guy @apple store replaced phone gratis hairline  crack screen @apple,469434364
125561950376701952,Sun Oct 16 13:21:16 +0000 2011,the nice guy @apple store replaced phone gratis hairline  crack screen @apple,449623645
125550135911518209,Sun Oct 16 12:34:19 +0000 2011,my iphone 4s battery lasted longer day happened edge iphone nice job @apple,292981659
125547297072357376,Sun Oct 16 12:23:02 +0000 2011,it 15 mins write #blackberry @apple 4s converting showing grass greener,380418042
125539788546781185,Sun Oct 16 11:53:12 +0000 2011,rt @herahussain @rickysinghpt backside eye phone impressed @apple,302090489
125537993942515712,Sun Oct 16 11:46:04 +0000 2011,@rickysinghpt backside eye phone impressed @apple,445621962
125537578974851072,Sun Oct 16 11:44:25 +0000 2011,#iphone 4s space http//tco/jinnhvwz amazing #creative @apple products inspire people unbelievable things,449623645
125524107386302465,Sun Oct 16 10:50:53 +0000 2011,thank @apple making ipad 2 feel ios 5,362182240
125523414298533888,Sun Oct 16 10:48:08 +0000 2011,_ibertaddigitaltv/ ipad briliant stevejobs produck http//tco/00ohfly6@apple http//tco/dbbwsdpx,502518910
